id,Dog,Dog score
10273,1,0.6602602
10274,0,1.9425824e-12
10275,1,0.99677485
10276,1,0.6587355
10277,1,0.673835
10278,0,0.29648444
10279,1,0.99892896
1028,0,4.794486e-08
10280,1,0.9009329
10281,1,0.999992
10282,1,0.9995834
10283,1,1.0
10284,1,0.99998724
10285,1,0.933423
10286,0,5.650874e-10
10287,0,0.011355156
10288,0,0.0002952354
10289,0,0.0125030875
1029,0,2.0533986e-14
10290,1,0.9999987
10291,1,0.99999976
10292,0,2.3083912e-05
10293,1,0.9983253
10294,0,6.8104875e-13
10295,0,7.048688e-10
10296,0,9.833017e-05
10297,1,1.0
10298,1,1.0
10299,0,0.10983401
103,0,1.7496075e-14
1030,0,2.669373e-12
10300,1,1.0
10301,0,2.4377734e-33
10302,1,1.0
10303,1,0.8644575
10304,1,0.99932027
10305,1,1.0
10306,1,0.9999994
10307,1,0.97931594
10308,0,4.268045e-09
10309,0,2.4864427e-10
1031,0,0.08536672
10310,0,0.38914227
10311,0,4.929478e-09
10312,0,4.5262857e-10
10313,1,0.99525356
10314,0,6.424244e-11
10315,1,1.0
10316,1,0.67835355
10317,1,1.0
10318,0,6.16091e-14
10319,0,0.33817104
1032,1,0.99915004
10320,1,1.0
10321,1,0.9999994
10322,1,1.0
10323,1,0.94034666
10324,1,1.0
10325,0,8.1327795e-07
10326,1,0.9975616
10327,1,1.0
10328,0,1.4010975e-18
10329,1,0.9999987
1033,0,0.009538519
10330,0,0.019046204
10331,0,4.0898126e-18
10332,1,1.0
10333,0,0.020857574
10334,0,4.279613e-05
10335,1,1.0
10336,0,0.00083398854
10337,0,0.00946776
10338,0,0.022335941
10339,1,1.0
1034,1,0.999997
10340,0,8.347846e-06
10341,0,1.7823531e-07
10342,1,1.0
10343,0,7.569155e-09
10344,1,0.9972168
10345,1,1.0
10346,0,6.67074e-17
10347,0,0.0044487156
10348,1,0.90812767
10349,1,0.9999956
1035,0,6.893354e-14
10350,1,1.0
10351,0,6.760425e-10
10352,1,0.9999933
10353,0,1.0096648e-12
10354,1,0.9986179
10355,1,0.9999999
10356,0,0.05328082
10357,1,0.9595666
10358,0,1.3494632e-06
10359,1,0.99999857
1036,1,1.0
10360,0,3.644888e-11
10361,0,6.963353e-10
10362,0,6.3308516e-07
10363,0,6.776016e-11
10364,1,1.0
10365,1,0.97551286
10366,1,0.999592
10367,1,0.9999789
10368,1,1.0
10369,0,1.1092368e-07
1037,1,0.99998724
10370,1,0.687389
10371,0,4.3761796e-07
10372,1,0.8525382
10373,0,2.4420297e-12
10374,1,0.99939203
10375,0,0.0020799716
10376,0,6.2711426e-11
10377,0,7.619776e-14
10378,0,1.8644157e-07
10379,1,1.0
1038,1,1.0
10380,1,1.0
10381,0,0.011801581
10382,0,0.18904297
10383,0,1.2840917e-07
10384,1,0.99405575
10385,1,1.0
10386,0,1.2220265e-05
10387,1,0.9999405
10388,0,1.4479915e-09
10389,0,6.878212e-10
1039,0,1.6198388e-11
10390,1,1.0
10391,0,7.56144e-06
10392,0,0.036420885
10393,0,3.1798806e-14
10394,0,6.197352e-10
10395,1,0.99995124
10396,0,0.080407746
10397,0,1.7962564e-15
10398,0,1.3415686e-07
10399,1,1.0
104,0,5.829591e-08
1040,1,1.0
10400,1,1.0
10401,0,0.014296603
10402,0,2.4269605e-13
10403,1,0.9999999
10404,0,3.0484347e-05
10405,0,8.078776e-24
10406,1,0.9999987
10407,0,2.7863187e-11
10408,0,0.057602532
10409,1,1.0
1041,0,3.7350253e-07
10410,0,1.2699954e-12
10411,0,0.49874824
10412,0,2.7777702e-11
10413,0,2.8064203e-06
10414,1,0.965131
10415,1,0.9999485
10416,0,3.94984e-10
10417,0,1.660309e-05
10418,0,5.1607923e-08
10419,1,0.99999976
1042,1,0.86956954
10420,1,0.9997762
10421,1,0.8878288
10422,0,0.019536873
10423,0,9.292584e-13
10424,0,4.522844e-06
10425,1,0.9999988
10426,0,0.00080710166
10427,1,0.9998361
10428,1,0.8783316
10429,1,0.99998975
1043,0,7.163152e-19
10430,0,0.00012342763
10431,0,4.1855572e-09
10432,1,1.0
10433,1,1.0
10434,1,0.99999976
10435,0,1.2691516e-10
10436,1,0.99999976
10437,0,0.0011132398
10438,1,0.9999999
10439,0,0.011358132
1044,1,1.0
10440,0,4.1986123e-10
10441,0,0.0032759658
10442,1,0.99997556
10443,1,0.99999785
10444,1,1.0
10445,1,1.0
10446,1,0.9986444
10447,1,0.9998018
10448,1,1.0
10449,1,1.0
1045,1,0.99710315
10450,0,3.5964384e-10
10451,0,1.9202324e-16
10452,1,0.9592037
10453,1,0.9998222
10454,0,5.689456e-07
10455,0,0.00073179725
10456,0,0.35909036
10457,0,0.0062029674
10458,1,0.9999422
10459,0,0.082605444
1046,0,0.0056543453
10460,0,1.3680964e-05
10461,0,1.1126221e-16
10462,1,0.9999999
10463,0,0.00369326
10464,1,1.0
10465,1,0.99999774
10466,1,0.9941637
10467,0,7.01236e-07
10468,0,3.995433e-13
10469,0,1.9483062e-10
1047,0,9.2241835e-06
10470,0,1.491025e-07
10471,0,4.8837525e-09
10472,0,1.1492525e-09
10473,1,1.0
10474,1,0.9967314
10475,0,1.9880623e-15
10476,1,0.9999999
10477,0,9.3886506e-08
10478,1,1.0
10479,1,0.9993394
1048,1,0.9999231
10480,0,1.773926e-10
10481,0,2.6918424e-05
10482,0,1.3598399e-12
10483,0,5.419182e-07
10484,1,0.9999999
10485,1,0.9152871
10486,0,3.4556164e-05
10487,1,1.0
10488,1,0.9998124
10489,0,4.768555e-13
1049,0,3.6445843e-07
10490,1,0.9189814
10491,0,0.003133066
10492,1,1.0
10493,0,3.426382e-05
10494,1,1.0
10495,0,1.404601e-07
10496,1,1.0
10497,1,0.99691004
10498,0,1.1522662e-09
10499,1,0.99982065
105,1,1.0
1050,0,6.637468e-06
10500,1,1.0
10501,1,1.0
10502,1,0.9930127
10503,0,3.1939624e-08
10504,1,0.99975306
10505,1,0.99788827
10506,0,1.09482444e-10
10507,1,0.6093797
10508,0,1.6805388e-06
10509,1,0.9999912
1051,1,0.9975311
10510,0,0.10098087
10511,0,7.8475453e-13
10512,0,0.014513187
10513,0,1.3437167e-10
10514,1,1.0
10515,0,3.1198496e-07
10516,1,1.0
10517,1,1.0
10518,1,0.9999958
10519,0,4.8407093e-14
1052,1,0.9998528
10520,1,0.99999976
10521,0,3.0469525e-18
10522,1,0.9995704
10523,1,0.9999999
10524,1,0.9999957
10525,1,0.99574184
10526,1,1.0
10527,0,0.028932776
10528,0,5.0409633e-12
10529,0,5.3203298e-08
1053,1,1.0
10530,0,1.3828057e-10
10531,1,0.87287235
10532,0,9.070668e-05
10533,0,6.828845e-08
10534,1,1.0
10535,0,0.02678914
10536,0,1.7998256e-05
10537,1,0.9882521
10538,0,0.066708155
10539,0,9.184542e-11
1054,1,0.9999999
10540,1,1.0
10541,1,1.0
10542,0,0.19237518
10543,0,4.5027437e-10
10544,0,1.0716572e-15
10545,0,2.42585e-09
10546,0,5.5625995e-13
10547,1,0.9304902
10548,1,0.99999094
10549,0,2.9975037e-12
1055,1,0.8557582
10550,1,1.0
10551,1,0.9990426
10552,0,1.8444777e-11
10553,0,0.000115601986
10554,1,0.97107464
10555,0,3.1261246e-10
10556,1,0.99999416
10557,0,1.7068377e-06
10558,1,0.99999857
10559,1,0.9999418
1056,1,1.0
10560,0,4.479707e-11
10561,1,0.99947435
10562,1,0.9999505
10563,1,1.0
10564,1,1.0
10565,1,1.0
10566,1,1.0
10567,1,1.0
10568,1,0.99843067
10569,1,0.6426245
1057,1,1.0
10570,1,0.9712504
10571,1,1.0
10572,0,8.604143e-09
10573,0,1.0422769e-09
10574,1,1.0
10575,0,1.4950617e-09
10576,0,1.2770245e-09
10577,0,2.15647e-07
10578,1,0.97581154
10579,1,0.9832481
1058,1,1.0
10580,1,0.9931797
10581,1,0.8960777
10582,0,1.1438619e-05
10583,1,0.99979407
10584,1,0.9999542
10585,0,2.3891837e-09
10586,0,4.5592286e-10
10587,1,0.99999774
10588,1,0.99999785
10589,0,6.124691e-15
1059,1,1.0
10590,0,4.851776e-13
10591,1,0.999998
10592,0,0.00027655522
10593,1,0.9995415
10594,1,1.0
10595,1,1.0
10596,0,5.7728062e-08
10597,0,2.076035e-10
10598,1,0.9999887
10599,1,1.0
106,1,0.99983895
1060,0,1.8291503e-05
10600,1,0.9995913
10601,1,0.99061054
10602,1,0.99997425
10603,0,5.3391888e-11
10604,0,0.00014333036
10605,0,0.004629907
10606,1,1.0
10607,0,8.483329e-07
10608,1,1.0
10609,1,0.7341951
1061,0,6.1050704e-16
10610,1,1.0
10611,0,1.1005811e-06
10612,1,0.9999993
10613,0,7.2185057e-12
10614,0,6.9241505e-05
10615,0,1.0815865e-10
10616,1,1.0
10617,0,0.19778125
10618,0,7.0599657e-13
10619,0,0.36320442
1062,0,1.903813e-06
10620,1,0.9999603
10621,0,1.2346217e-10
10622,1,0.9993286
10623,0,3.1854336e-15
10624,0,2.0040816e-09
10625,1,0.8718279
10626,0,0.048466265
10627,0,4.0066137e-09
10628,0,9.348922e-13
10629,1,0.9999968
1063,0,1.1642983e-15
10630,0,0.018530963
10631,0,2.5492783e-11
10632,1,1.0
10633,1,1.0
10634,0,1.04734774e-07
10635,0,1.23708e-14
10636,1,0.999997
10637,0,0.037959598
10638,0,1.0514464e-06
10639,1,0.99926656
1064,0,3.2382061e-09
10640,1,0.9999999
10641,1,0.9977787
10642,1,0.9998658
10643,0,1.7494301e-11
10644,1,0.9999994
10645,1,1.0
10646,1,0.9252927
10647,0,0.36007723
10648,1,0.99999976
10649,0,1.1938924e-16
1065,0,8.443006e-16
10650,0,5.64028e-06
10651,1,0.99999976
10652,0,3.5371096e-14
10653,0,2.0854536e-07
10654,0,6.113112e-07
10655,0,4.922331e-19
10656,1,0.99998796
10657,0,0.018325604
10658,1,1.0
10659,1,1.0
1066,1,1.0
10660,0,1.3768693e-16
10661,1,1.0
10662,1,0.9999994
10663,1,0.9999752
10664,0,1.6872127e-17
10665,0,0.00059204403
10666,1,1.0
10667,1,1.0
10668,0,2.5030337e-11
10669,0,3.6428148e-12
1067,1,1.0
10670,0,5.9818863e-06
10671,0,8.850136e-12
10672,0,2.768246e-10
10673,1,0.99648345
10674,0,9.8429345e-09
10675,0,3.9804326e-07
10676,0,0.36788446
10677,0,0.009033161
10678,0,3.0457508e-07
10679,0,2.8723308e-12
1068,1,0.9999361
10680,1,1.0
10681,0,3.553909e-21
10682,0,0.08497227
10683,1,0.997251
10684,1,0.99986494
10685,0,0.0040105963
10686,0,4.059175e-05
10687,0,2.6287464e-11
10688,1,0.98549575
10689,1,1.0
1069,0,9.511847e-07
10690,0,0.06554529
10691,0,8.517606e-08
10692,1,0.9999994
10693,0,1.4251778e-17
10694,0,5.2322933e-12
10695,1,1.0
10696,1,1.0
10697,1,1.0
10698,0,0.012235534
10699,1,0.99716777
107,1,0.55307996
1070,1,1.0
10700,0,2.5597183e-12
10701,1,1.0
10702,1,0.9996112
10703,0,0.11615063
10704,0,3.8528117e-10
10705,1,0.9990128
10706,1,1.0
10707,1,1.0
10708,0,1.6976965e-07
10709,1,1.0
1071,0,1.4263936e-13
10710,1,0.9677228
10711,0,2.3313376e-05
10712,1,1.0
10713,0,1.5677709e-06
10714,1,0.9999865
10715,1,1.0
10716,0,0.00060307595
10717,1,0.9993774
10718,0,1.8143355e-06
10719,1,0.99899346
1072,1,0.94998264
10720,1,0.9477524
10721,0,1.886215e-13
10722,0,7.368843e-08
10723,1,0.9999999
10724,1,1.0
10725,1,0.99984324
10726,0,2.3768047e-15
10727,0,1.450987e-11
10728,0,0.029912027
10729,0,7.78789e-08
1073,0,1.43727e-05
10730,1,0.99999213
10731,1,0.9081532
10732,0,0.0005071843
10733,1,1.0
10734,0,2.9992485e-08
10735,0,3.522547e-18
10736,1,0.99999976
10737,0,5.8579883e-09
10738,1,0.99967825
10739,1,0.9999722
1074,1,0.9993942
10740,0,8.933509e-06
10741,0,0.23189825
10742,1,1.0
10743,1,0.9999999
10744,1,0.99981076
10745,0,0.35290506
10746,0,1.8692934e-05
10747,0,0.31985104
10748,0,3.823319e-13
10749,0,1.0667536e-13
1075,1,0.98266864
10750,1,0.99999976
10751,0,6.3603835e-07
10752,1,0.99999917
10753,0,0.105987884
10754,0,1.8199307e-12
10755,1,1.0
10756,1,1.0
10757,0,4.815483e-06
10758,1,0.99999976
10759,0,3.5366734e-13
1076,0,0.2413382
10760,0,0.0018575134
10761,0,0.039001387
10762,0,3.2794216e-09
10763,0,8.086975e-17
10764,0,0.14024058
10765,1,1.0
10766,1,1.0
10767,1,0.9999999
10768,1,1.0
10769,1,1.0
1077,0,0.310836
10770,1,0.9999993
10771,1,0.99997497
10772,1,0.99995923
10773,1,1.0
10774,0,3.2911167e-15
10775,0,2.338204e-10
10776,0,8.342498e-06
10777,1,1.0
10778,0,1.0002372e-10
10779,0,3.047246e-16
1078,0,0.00028839352
10780,0,1.6436113e-13
10781,0,1.0133653e-05
10782,1,0.9999999
10783,0,0.0021378878
10784,0,7.6160545e-22
10785,1,1.0
10786,0,7.560162e-10
10787,1,0.99767286
10788,1,0.9996031
10789,0,1.6664691e-09
1079,1,0.9999976
10790,0,0.025728922
10791,0,3.0284011e-10
10792,0,0.007955369
10793,0,1.0707196e-07
10794,1,0.9999993
10795,1,1.0
10796,0,3.8069767e-05
10797,0,7.703246e-05
10798,1,0.99999964
10799,0,2.9616731e-15
108,0,1.5811122e-14
1080,1,1.0
10800,0,0.4782107
10801,1,0.99999154
10802,0,4.3088466e-08
10803,0,0.0010920902
10804,1,1.0
10805,1,0.5265478
10806,1,1.0
10807,0,2.7605712e-16
10808,0,0.47763622
10809,0,5.144498e-08
1081,1,0.9985678
10810,0,1.7706722e-12
10811,1,1.0
10812,0,6.933804e-08
10813,0,5.041512e-23
10814,0,0.013297002
10815,1,0.54720354
10816,0,0.004606318
10817,0,8.73796e-34
10818,0,0.0025930612
10819,0,5.2902574e-15
1082,1,1.0
10820,1,0.98726463
10821,1,0.99999774
10822,0,1.6554074e-08
10823,0,2.2017395e-05
10824,0,2.1380218e-07
10825,1,1.0
10826,1,1.0
10827,0,1.7612164e-06
10828,0,0.065082096
10829,1,0.99999547
1083,1,1.0
10830,0,0.018695824
10831,1,0.99999976
10832,1,0.99944574
10833,0,1.0171359e-07
10834,0,0.0005272097
10835,0,2.8999823e-08
10836,0,0.41640848
10837,0,0.008381231
10838,1,0.99999964
10839,0,1.2963647e-14
1084,0,1.6750917e-10
10840,0,0.002123731
10841,0,1.6994507e-09
10842,0,0.00012449468
10843,0,4.445107e-08
10844,1,1.0
10845,1,0.76729006
10846,0,0.28064114
10847,1,1.0
10848,1,0.9999999
10849,0,2.208964e-09
1085,0,4.557268e-05
10850,0,4.750922e-14
10851,1,0.8409154
10852,1,0.7271481
10853,1,0.99999726
10854,1,1.0
10855,1,1.0
10856,0,7.7241003e-07
10857,1,1.0
10858,1,0.99498725
10859,1,0.91321456
1086,1,0.9978701
10860,0,1.3707267e-13
10861,1,0.99998474
10862,0,8.346803e-06
10863,1,0.9999951
10864,0,0.16263124
10865,0,8.464138e-10
10866,1,1.0
10867,0,3.619559e-11
10868,0,4.88649e-07
10869,1,0.9999341
1087,1,0.9996118
10870,0,0.0005221367
10871,0,9.765637e-11
10872,1,0.99997747
10873,0,2.194613e-10
10874,0,0.21849252
10875,1,1.0
10876,1,0.99990606
10877,0,4.7466564e-10
10878,0,8.2748895e-12
10879,1,1.0
1088,0,1.0849129e-06
10880,0,7.449429e-10
10881,1,1.0
10882,1,0.60116005
10883,1,0.9998622
10884,0,4.0159244e-05
10885,0,0.012559118
10886,0,5.1464345e-18
10887,0,1.9858102e-16
10888,1,1.0
10889,1,0.55850786
1089,1,1.0
10890,0,7.937525e-08
10891,0,3.2944497e-06
10892,1,1.0
10893,0,0.00029242033
10894,0,2.3633226e-09
10895,1,0.9993679
10896,1,0.97182536
10897,1,0.9964824
10898,1,0.9621936
10899,1,1.0
109,1,0.9991285
1090,0,1.2789426e-05
10900,1,0.9999999
10901,0,2.331471e-05
10902,1,1.0
10903,1,1.0
10904,1,0.99546105
10905,1,1.0
10906,0,6.163642e-16
10907,1,1.0
10908,1,0.5846645
10909,1,1.0
1091,1,0.9999999
10910,0,1.2628871e-11
10911,1,0.99299
10912,1,1.0
10913,0,9.119553e-06
10914,1,1.0
10915,0,4.8232596e-19
10916,1,1.0
10917,0,3.6268762e-08
10918,0,2.1585807e-08
10919,1,1.0
1092,0,0.4382197
10920,1,1.0
10921,0,0.23788989
10922,0,3.458395e-07
10923,0,0.06921732
10924,1,0.9788522
10925,1,0.99929976
10926,1,0.9989755
10927,0,0.00031973416
10928,0,3.3165135e-14
10929,1,1.0
1093,1,0.9165858
10930,1,1.0
10931,0,0.008669886
10932,1,1.0
10933,0,1.61413e-11
10934,0,1.5449938e-16
10935,1,0.9999943
10936,1,1.0
10937,1,1.0
10938,0,5.8187933e-08
10939,0,0.0064735315
1094,1,0.9996697
10940,1,0.9997788
10941,0,5.3224614e-08
10942,0,1.3037319e-05
10943,0,5.931504e-06
10944,0,6.1310796e-09
10945,0,7.804381e-08
10946,1,1.0
10947,0,6.919515e-14
10948,0,0.031011991
10949,0,1.10637215e-10
1095,1,0.9998665
10950,0,2.7726963e-07
10951,1,1.0
10952,1,0.99999976
10953,0,2.3600004e-11
10954,1,1.0
10955,0,3.7798608e-11
10956,0,0.00063844345
10957,1,1.0
10958,0,1.2172314e-15
10959,1,0.99981385
1096,1,0.8056604
10960,0,3.5926013e-09
10961,1,0.99876237
10962,0,0.0009746268
10963,1,1.0
10964,0,0.002306885
10965,0,2.1289263e-10
10966,1,0.9999974
10967,0,4.7938934e-11
10968,1,0.99995387
10969,0,5.8951365e-08
1097,0,2.9965695e-06
10970,0,4.165694e-09
10971,0,8.454893e-10
10972,0,1.78983e-08
10973,1,1.0
10974,1,1.0
10975,0,0.00012702729
10976,1,0.9829406
10977,0,1.166779e-08
10978,0,0.025862793
10979,1,1.0
1098,0,2.6907557e-08
10980,0,1.066296e-09
10981,1,0.95152074
10982,1,0.9978549
10983,1,0.99616736
10984,1,0.9999999
10985,1,1.0
10986,0,1.4491118e-07
10987,0,0.04882449
10988,0,3.084504e-18
10989,0,6.473188e-14
1099,0,2.00202e-11
10990,1,0.99992
10991,0,5.74265e-08
10992,0,1.9095379e-09
10993,1,1.0
10994,0,0.47669628
10995,0,0.17439908
10996,1,1.0
10997,0,2.5732322e-17
10998,1,1.0
10999,0,3.3469667e-07
11,0,2.6254483e-08
110,1,0.99999917
1100,1,1.0
11000,0,0.0016952712
11001,1,1.0
11002,1,0.99999976
11003,0,1.4491797e-09
11004,0,2.7600727e-11
11005,1,1.0
11006,1,1.0
11007,0,0.3043474
11008,0,5.0381095e-07
11009,0,0.11813758
1101,1,0.9995871
11010,1,0.99999714
11011,0,0.4434514
11012,1,0.9999951
11013,1,1.0
11014,1,1.0
11015,1,1.0
11016,1,0.9999993
11017,0,4.8488684e-05
11018,0,7.6419e-10
11019,1,0.9994535
1102,0,1.3248294e-06
11020,1,1.0
11021,1,0.83412653
11022,0,1.5216148e-17
11023,1,1.0
11024,1,0.9888686
11025,0,2.2605338e-12
11026,0,9.437705e-15
11027,1,0.58259207
11028,0,0.012953091
11029,1,0.9936831
1103,0,4.3832986e-09
11030,1,1.0
11031,0,2.5864786e-17
11032,0,5.245284e-07
11033,1,0.99999344
11034,1,0.9999999
11035,1,0.99999857
11036,1,0.9361879
11037,1,1.0
11038,0,1.5323107e-15
11039,0,3.9270784e-10
1104,0,4.2006777e-06
11040,0,0.007162761
11041,1,1.0
11042,0,1.851232e-17
11043,1,1.0
11044,1,0.9997969
11045,0,1.5162207e-09
11046,1,0.9999999
11047,1,0.9999976
11048,1,1.0
11049,0,7.3523603e-07
1105,1,0.98865336
11050,1,1.0
11051,1,0.9993399
11052,0,0.016370362
11053,1,0.9854696
11054,1,1.0
11055,0,0.051058356
11056,0,1.8533626e-07
11057,1,0.99999917
11058,1,0.57661104
11059,0,9.4915514e-08
1106,1,1.0
11060,0,0.011024328
11061,0,1.5189395e-08
11062,1,1.0
11063,1,0.9988385
11064,0,4.925134e-10
11065,1,1.0
11066,1,1.0
11067,0,1.2081536e-10
11068,0,0.39914924
11069,1,1.0
1107,0,3.4910795e-06
11070,1,1.0
11071,1,1.0
11072,0,0.016824448
11073,0,4.66119e-05
11074,0,4.072969e-17
11075,0,1.8584135e-06
11076,0,1.4429804e-15
11077,0,3.2726246e-12
11078,0,1.3192798e-08
11079,1,1.0
1108,1,0.9999999
11080,1,1.0
11081,1,0.9999999
